"zipcode","description","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","yearBuilt","latestPrice","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories","orig.id"
"78702","Location with close proximity to downtown and the vibrance of East Austin set the stage and welcome your imagination. Live the close-in urban lifestyle. Interior alley lot mixed between historic charmers and statement moderns. This home started its journey as a Sears catalog craftsman and can be restored for the right buyer or razed to expose the great canvas to build to your specifications. The alley lot affords a great deal of development flexibility. Please consult the COA to better understand options.",2,"FALSE","TRUE","FALSE","TRUE",1917,585,"9",2019,8,"0",0,3,1,0,0,0,0,7143,804,1.13333333333333,4,409,11,1,2,1,"8232"
"78704","Great investment opportunity! Located just blocks from South Congress with restaurants and entertainment, just minutes away. Two bedroom home, with two and a half bath sitting on a corner lot, with mature trees.",1,"FALSE","TRUE","FALSE","FALSE",1973,675,"3",2020,21,"0",0,2,2,0,0,0,0,6838,1365,0.333333333333333,4.33333333333333,916,14,3,2,1,"8313"
"78732","Gorgeous family home in Bella Mar on cul-de-sac lot with a large private backyard. Spacious floor plan with boundless natural light and perfect for entertaining. The open floor plan features a large kitchen with stone alcove over the stove, formal dining area, large master suite on main level, and 3 secondary bedrooms plus enormous game room with large balcony on the upper level. Amazing backyard features a new outdoor kitchen and huge patio. Outdoor spa does not convey.",0,"TRUE","FALSE","FALSE","FALSE",2007,500,"6",2018,33,"0",3,1,0,0,0,0,0,11761.2,3160,2.6,8.33333333333333,1533,17,4,4,2,"1009"
"78747","Come check out this home it is practically new. Paid off Solar panels system. Fresh paint through out and kitchen is open to the living area also has granite countertops. Master bedroom is downstairs with separate shower in the master bath. Perfect backyard which is great for entertainment and family gatherings.",1,"TRUE","TRUE","FALSE","FALSE",2015,300,"3",2020,28,"0",3,2,0,0,0,0,0,6359,2314,2.43333333333333,5.33333333333333,1506,15,3,5,2,"4806"
"78702","3125 Govalle Ave, Austin, TX 78702 is a single family home that contains 1,969 sq ft and was built in 2015. It contains 3 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $746,933. The Rent Zestimate for this home is $3,149/mo.",0,"FALSE","FALSE","FALSE","FALSE",2015,639,"5",2019,1,"0",7,1,0,0,0,0,0,5662,1969,1,5.33333333333333,679,14,4,3,2,"8673"
"78753","11600 February Dr, Austin, TX 78753 is a single family home that contains 1,997 sq ft and was built in 1973. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $364,330. The Rent Zestimate for this home is $1,900/mo.",0,"FALSE","FALSE","FALSE","FALSE",1973,217.5,"11",2019,1,"0",4,1,1,0,0,0,0,9583,1997,2,5,814,15,2,4,1,"2929"
"78745","Updated and move-in ready! Single-story home in Carrell Oaks, in 78745. Updates in 2016 include: Roof, HVAC systems, exterior siding, exterior & interior paint, laminate wood flooring, privacy fencing, as well as kitchen and baths w/ modern, functional layout, stainless steel appliances, back-splash & more! Big 2 car garage and large private backyard. Just minutes to Southpark Meadows, Whole Foods, Alamo Drafthouse and Slaughter. Easy access to both I35 & Mopac. Google Fiber available for home.",4,"FALSE","TRUE","TRUE","FALSE",1974,375,"10",2020,33,"0",2,2,1,0,0,0,0,8450,1262,0.866666666666667,3.33333333333333,926,13,2,3,1,"6100"
"78703","A sense of history, coupled with a love of design, defines the spirit of Keith House, a designated historical sight in Austin's venerated and coveted Pemberton Heights neighborhood. A long, wide covered front porch leads to a modern glass and metal front door and a bronze medallion forever marking this home as an important part of Austin's architectural history.  Designed originally in 1933 for the sister of noted architect, William D. Anderson, the home was built on this site to take advantage of the Capitol view. Although the view is long since blocked by growth and progress, its proximity to the urban energy of Austin's city center remains a particular asset in this prime location.
            
            Once inside the gates that surround the property, graceful landscaping shaded by huge, mature oaks provides a secluded stage for dinners or drinks under a covered pergola that seats 12, with brick walls on 3 sides and a fireplace at one end. This outdoor haven, wired for music, invites both grand and intimate gatherings under the canopy of trees.
            
            Immaculate, sunlit rooms inside are spacious, comfortable and inviting.  Rich, stained wood floors throughout the house anchor rooms with carefully crafted moldings, cased openings and bookcases harkening back in time and painted in tones of ivory and white to keep the atmosphere light and modern.  Two large living areas on the first floor provide space for entertaining or peaceful relaxation.  Window coverings of shades or plantation shutters have been professionally selected and perfectly complete each room.
            
            The kitchen has been expanded from the original design, with brilliant white glass-front cabinets and ivory, white and gray granite counters.  A gas, six-burner commercial style stove sits below a custom vent hood.  A farmhouse double pulley pendant marries old and new while lighting the work space of a large island flanked by a built-in refrigerator and a separate wine fridge.
            
            A small office retreat off the kitchen is as inviting as the larger rooms with glass doors leading to the outside.              
            
            In the entry, a winding staircase makes for a sweeping and lovely route upstairs toward two spacious bedrooms, both with doors that open to balconies.  The master bath is filled with light and features white marble counters, a claw foot tub, a separate glass shower and marble baseboards.  The second bedroom works as another master adjoining its own spacious bath with black and white basketweave tile floors and soft green trim.
            
            Taking ownership of this home fulfills a love of architecture and an attachment to our now bustling city.  Austin may have expanded and grown up around this magnificent piece of history, but Keith House has been designed and updated to maintain a private, gated garden setting that defies time and lets progress sweep by while providing a stately, peaceful and comfortable retreat from this very, very busy city.",1,"FALSE","TRUE","FALSE","FALSE",1933,999,"7",2019,22,"0",2,2,0,1,0,0,0,10454,3018,1.13333333333333,7,1298,16,3,2,2,"11777"
"78747","Welcome to the Atticus, a stunning model on corner alley-way where you can walk to Blazier Elementary, the community parks, and ponds! This open concept floorplan features many stylish well designed features, fosters natual light, has a first floor in-law suite, and the master bedroom on the second floor. The kitchen is chock-full of the model home finishes such as Silestone countertops, natural hickory cabinets, cabinent hardware, designer kitchen backsplash, pendent lights over the island, and under-counter lighting! The first floor in law suite as well as the study showcase hardwood floors with the rest of the first floor having an off-white ceramic tile.  The master bath on your second floor master suite features plenty of counter space with two vanities displaying silestone countertops, a corner garden tub, walk-in shower, toilet room, and a spacious walk-in closet. The tub and shower both showcase a unique custom backsplash. Upstairs also has 2 secondary bedrooms and a game room.  The aesthetic and structural options chosen for this home truly make it one of a kind. Contact us today to find out more about this former model home!  This home features:      Corner Alleyway Homesite     Bed 4 and Bath 3     Study     Covered Patio     Upgraded Natural Hickory Cabinets     Upgraded Silestone Countertops     Designer Custom Kitchen Backsplash     Under Counter Kitchen Lighting     Upgraded Custom Bathroom Wall Tile     Cabinet Hardware Whole Home  ... MLS# 5694756",2,"FALSE","TRUE","FALSE","FALSE",2016,384.99,"5",2019,48,"0",0,1,0,0,0,0,0,6934,2428,2.23333333333333,5.33333333333333,1506,15,3,4,2,"1605"
"78757","BRENTWOOD  Relax on the front porch in this shaded, quiet neighborhood (no thru street) 3 miles to downtown and UT!   Close to metro rail, walk or bike to Lamar urban restaurants and coffee houses. Refinished original hardwood floors, classic eat-in kitchen w/ knotty pine cabinets, new stainless gas range and dishwasher.  Bosch washer/dryer convey!  Separate laundry rm w/home dry cleaning system. Private fenced back yard with brick patio and plenty of storage in the shed.",1,"FALSE","TRUE","FALSE","FALSE",1956,329,"4",2018,26,"0",8,2,0,0,0,0,0,9191,1031,0.666666666666667,7,1189,16,2,2,1,"13511"
"78749","Open Sunday 12-3! The EXPENSIVE UPDATES ARE DONE! All New: roof, luxury vinyl plank & carpet, stainless Samsung dishwasher, Samsung range, Sharp microwave, 5/8 HP disposal, Exterior paint,  front door, various new light fixtures and more. Looks like a model home. Great Sendera neighborhood with pool, trails, playground and park.  Super school combo - Cowan, Covington, and Bowie. Close to LBJ Wildlife center, the Velloway, Dick Nichols Park, Alamo Draft House, Great Shopping and Dining! Quick to Mopac & DT. Won't last long.",0,"TRUE","FALSE","FALSE","FALSE",1999,374.5,"11",2018,23,"0",4,1,0,0,0,0,0,6185,2023,1.26666666666667,6.66666666666667,1460,16,3,4,2,"11986"
"78748","A must see complete remodel! Family oriented and exemplary schools. New hardwood floors, updated kitchen with granite counter tops and stunning tile backsplash. Upstairs has all new carpet and remodeled bathrooms. All new appliances, new interior and exterior paint job and a finished 2car garage! There is nothing in the area that brings you the same charm that this one does. The cul-de-sac lot, great schools and family oriented neighborhood is really just the cherry on top! Lots of interest, go see now!!",0,"TRUE","FALSE","FALSE","TRUE",1999,365,"10",2019,28,"0",3,1,1,3,0,1,0,6621,2300,1.33333333333333,7.33333333333333,1633,17,3,3,2,"6509"
"78737","Reunion Ranch",3,"TRUE","TRUE","FALSE","TRUE",2013,524.444,"3",2020,26,"0",7,2,3,2,0,1,0,10497,2645,3.9,8,743,15,3,4,1,"1248"
"78745","Pat Dukett, REALTOR 
Austin Real Pros REALTORS 
512-507-7161 
$234,9000.  This Super Clean home is ready for you.  Add your personal touches to make it your own! 
",0,"FALSE","FALSE","FALSE","TRUE",1972,319.5,"6",2019,13,"0",4,2,0,0,0,0,0,6425,1221,0.9,4,840,13,2,4,1,"5775"
"78739","Beautiful one story located in the wonderfully established Shady Hollow neighborhood. Lovely mature lot with large shade trees. Floor to ceiling stone fireplace and exposed beams in main living area. Stained concret floors in living room and kitchen.  Re molded kitchen and dining room.  Large, open kitchen with island and plenty of storage. Spacious master suite with attached bathroom and walk in closet. Nice sized secondary bedrooms. Great back yard and patio perfect for entertaining as well as side entry garage. Exemplary and recognized schools of Baranoff, Bailey and Bowie.",0,"TRUE","FALSE","FALSE","FALSE",1984,425,"5",2018,32,"0",6,1,0,0,0,0,0,10890,2235,1.06666666666667,7.33333333333333,1633,17,2,4,1,"6635"
"78717","Stunning two story in Highland Horizon with 4 bedrooms & 3.5 baths, Master down with large walk-in closet. Formal dining, spacious utility room & flex room upstairs. Entertainers kitchen with plenty of counter space & storage and granite counter tops. Backyard includes covered patio with built-in grill and refrigerator, extended native stone patio and custom cedar pergola. Raised garden beds with drip irrigation. Privacy and detail were considered when creating this backyard wonderland.",2,"TRUE","TRUE","FALSE","FALSE",2011,499,"5",2020,27,"0",3,3,2,2,0,1,0,5662,2716,1.43333333333333,8.33333333333333,1913,16,4,4,2,"3366"
"78723","1613 Westmoor Dr, Austin, TX 78723 is a single family home that contains 1,080 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $470,148. The Rent Zestimate for this home is $2,095/mo.",0,"FALSE","FALSE","FALSE","FALSE",1955,400,"4",2019,1,"0",0,1,0,0,0,0,0,6969,1080,1.63333333333333,5,966,15,2,3,1,"9810"
"78717","Priced $50K below market value, this stunning luxury estate is privately situated on a greenbelt lot, features a heated pool and has approximately $200K in upgrades. No expense was spared in creating this masterpiece, including solar panels, premium outdoor lighting/landscaping, spacious cantilever covered patio, outdoor kitchen, custom stonework and more. Open-style floorplan features home theater, game room/5th bedroom, office and spacious bedrooms. Easy access to freeways and award-winning schools!",3,"TRUE","TRUE","TRUE","TRUE",2013,599.997,"8",2018,40,"0",6,3,0,0,0,0,0,9800,3954,1.36666666666667,8.33333333333333,1913,16,4,4,2,"7370"
"78745","This is the one! Boundless backyard views, green as far as the eyes can see, birds as far as the ears can hear, gently sloping down to Williamson Creek. Come see this beautifully-shaded, well-kept home on 0.338 acres with hardwood floors, screened-in porch, and bonus paved parking area. Move-in ready! Private paradise! The perfect pitch keeps the structure out of the SFHA (Special Flood Hazard Area), so no flood insurance is required.",0,"TRUE","FALSE","FALSE","FALSE",1972,360,"7",2019,33,"0",4,1,3,0,0,1,0,14810.4,1394,1.73333333333333,2.66666666666667,888,13,2,3,1,"4667"
"78749","8916 Tiombe Bnd, Austin, TX 78749 is a single family home that contains 2,261 sq ft and was built in 2001. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $510,292. The Rent Zestimate for this home is $2,695/mo.",0,"TRUE","FALSE","FALSE","FALSE",2001,420,"7",2018,1,"0",1,1,0,0,0,0,0,9147,2261,1.46666666666667,8,1655,17,3,4,2,"11868"
"78744","Gorgeously remodeled home close to downtown! New, high quality, and long lasting everything: lovely & durable vinyl plank flooring throughout plus beautiful porcelain tile in bathrooms, new paint inside and out, several new windows plus lighting. The kitchen boasts amazing new cabinets, stainless appliances, fantastic multipurpose island, wonderful backsplash, &, quartz countertops.. Bathrooms have contemporary vanities and bathroom fixtures & great tile. AND a new roof and a/c! This is a must see.",1,"FALSE","TRUE","FALSE","FALSE",1975,270,"9",2019,22,"0",1,2,0,0,0,0,0,8102,1045,1.13333333333333,3,840,12,2,3,1,"9137"
"78748","This is it! Your spectacular outdoor oasis awaits! Located on a corner lot in the desirable Tanglewood Forest neighborhood, this well-maintained 3/2 features over 2,000 SF of living space, open and airy floor plan, elegant formal dining room, kitchen with prep island, huge Master suite with sitting room to look out the wall of windows at your sparkling swimming pool and hot tub! Mature trees provide a canopy of shade in both the front and rear yards. Don't let this one pass you up!",0,"TRUE","FALSE","TRUE","FALSE",1984,339.9,"8",2019,30,"0",7,1,3,1,0,1,0,9539,2008,1.93333333333333,5,1450,15,2,3,1,"10565"
"78702","Charmingly Updated 3 Bedroom, 2 Bath home only two blocks to Lady Bird Lake in lively and desirable East Austin. Perfect for walkers, bikers, or runners, or those who simply enjoy spending time on beautiful Town Lake. Giant, established shade tree in backyard. Empty lot next door is used as a garden, so location offers an unusual amount of privacy for this area. The Holly Power plant is currently being deconstructed, and values in this neighborhood are likely to increase once that project is finished. LOCATION. STYLE. FUNCTION. VALUE. Outdoor-Urban Lifestyle around the corner from Fiesta Gardens, Town Lake and only 1/2 mile from Downtown. 1940s style with a contemporary finish out. LARGE LOT with unique Fence perfect for Pool & Pool House or Garage Apartment. This is a dream 1st Home or an Executive's 2nd/Vacation home for UT Longhorn football games, SXSW and the Austin City Limits Festival. Year-over-year, this neighborhood continues to be one the Fastest Appreciating Zips in all of Austin!",1,"FALSE","TRUE","FALSE","FALSE",1942,1425,"11",2019,10,"0",4,3,0,0,0,0,0,6969,1308,1.1,4,409,11,2,3,1,"8238"
"78748","New exterior paint, new roof coming on Tuesday! This charming home is in a great location and an incredible experience for a first time home buyer or investor. It is a great one story floor plan with an updated 3 bedroom / 2 bath home with granite countertops in the kitchen and master bath, wood floors in the family room and a large backyard with a grandaddy oak tree that canopies the entire backyard. One block away from the park, close to shopping, and an ideal location.  Come See me!",2,"TRUE","TRUE","FALSE","FALSE",1995,274,"7",2019,26,"0",2,2,2,1,0,1,0,6446,1299,1.7,3.33333333333333,926,13,2,3,1,"6450"
"78730","This custom Russell Eppright single story home sits on magnificently manicured lot with gorgeous views of Lake Austin from back patio! What a space for entertaining! Home is nuzzled onto a 1/2 acre lot in a cul-de-sac w/only one neighbor on greenbelt. Kitchen boasts granite countertops, double oven, built in microwave & is open to spacious living room. Continue outdoors to the 400 sf covered patio w/fireplace. Extra large game room has flex room that can be your exercise headquarters. 30 minute notice to show - owner works from home",3,"TRUE","TRUE","FALSE","TRUE",2005,822.5,"8",2018,40,"0",5,2,0,0,0,0,0,21780,3600,4.63333333333333,7,1177,16,4,4,1,"703"
"78748","Enjoy the feel of a completely remodeled home while living in a beautiful, established neighborhood in South Austin surrounded by trees and one block away from some of the best hike and bike trails at Mary Moore Searight Metropolitan Park.   This completely updated three bedroom home has new flooring in the entire house, recess lights, a new kitchen, new roof, new water heater, new fixtures, completely new bathrooms, and fresh paint throughout.",2,"FALSE","TRUE","FALSE","FALSE",1993,365,"11",2020,29,"1",3,2,3,3,0,0,0,5837,1694,0.833333333333333,3.33333333333333,1424,14,3,3,2,"6257"
"78731","Beautiful 1 story, no steps! 4 bedroom/3 full bath home in coveted Northwest Hills. Updated chef's kitchen-cabinets, double ovens, island, granite counters, stainless appl.  Opens to large family room with wood floors, cathedral ceiling and views to the great back yard. Tremendous outdoor living w/covered patio & deck surrounding gorgeous pool & spa + tree-shaded yard.  Extra-office off kitchen. Owner's suite w/updated bath. Second master & 2 additional spacious bedrooms. Just a few blocks to Dell JCC. Carpet replaced July 2018.",0,"FALSE","FALSE","FALSE","FALSE",1973,799,"9",2018,35,"0",3,1,0,0,0,0,0,12196.8,2776,0.633333333333333,7,1483,16,3,4,1,"6864"
"78758","Beautifully updated mid-century property in an established, well maintained neighborhood with wide streets and mature trees. Centrally located. 10 minutes from Domain. 10 minutes from Arboretum. 15 minutes from downtown. Minutes from high tech companies. Completely updated/remodeled 2 years ago. Open concept living/entertaining. Large, private back yard.  Gorgeous!",2,"FALSE","TRUE","FALSE","TRUE",1972,415,"9",2020,81,"0",6,2,1,0,0,0,0,8755,1400,0.833333333333333,3.66666666666667,1002,14,2,3,1,"3021"
"78751","5514 Avenue G #A, Austin, TX 78751 is a single family home that contains 1,039 sq ft and was built in 1948. It contains 2 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $467,326. The Rent Zestimate for this home is $1,745/mo.",1,"FALSE","TRUE","FALSE","FALSE",1948,444.99,"7",2020,20,"0",4,3,2,1,0,0,0,6250,1039,1.03333333333333,7,1043,16,1,2,1,"9963"
"78758","Great starter home or investment/rental property. Centrally located, close to everything. Up and coming area, this is a great home, just needs your finishing touches. Very large, single story home with a huge, over-sized backyard. Features TWO large driveways, with access to the backyard. Interior home has been freshly painted, and gorgeous laminate wood floors in family room. Kitchen features granite counters. Check out all the pictures and virtual tour so you can walk the home and see the floor plan!",0,"FALSE","FALSE","FALSE","FALSE",1965,329.89,"2",2020,38,"0",1,0,0,0,0,0,0,11761.2,1982,1.33333333333333,4.33333333333333,983,14,2,4,1,"2512"
"78754","BOM Buyer changed mind.  Great home for under $250K. Fresh paint, carpet, & elegant luxury vinyl make this home move-in ready! Loved & enjoyed by just one family & the most popular floor plan built in this neighborhood! Master plus 2 bedrooms up with 4th bedroom and 3rd bath on main level offers lots of flexibility. Huge greatroom on main level & large loft living upstairs. Two car garage, playscape in spacious backyard with lush trees. Awesome Harris Branch amenities incl community pool, playground, tennis & baseketball courts.",0,"TRUE","FALSE","FALSE","FALSE",2007,246.9,"1",2020,36,"0",3,1,1,0,0,0,0,4399,2088,3.03333333333333,4.33333333333333,1066,12,3,4,2,"9701"
"78758","Beautifully remodeled home with pool just in time for the summer!  Convenient to expressways(Hwy-183, Mopac, & I-35). shopping, & more!  Centrally located near Downtown (8.5 miles), The Domain (3.5 miles), The Arboretum (4.5 miles), and many large employers such as Amazon, Facebook, IBM and Apple.  The current owner has put over $60K of renovations into this house within the last year including all new PVC piping, AC unit, a new roof, new tile & fixtures in bathrooms, paint, tile, lighting and much more.",2,"FALSE","TRUE","FALSE","TRUE",1969,424.9,"7",2020,24,"0",3,2,2,0,0,0,0,10193,1707,0.666666666666667,4,1028,14,2,4,1,"3013"
"78757","Charming home in the peaceful community of Northridge Terrace in Brentwood / Crestview. The lovely covered front porch and mature trees invite you to this beautiful property! Step through the front door into a light-filled open concept living/dining/kitchen space with vaulted ceilings. The windows in the living space fill the home with rich sunlight throughout the day. The sizeable kitchen includes tastefully made cabinetry, granite counters, a breakfast bar, SS appliances, and more! Work from home in the separate office space. Enjoy the excellent upgrades throughout the home including the gorgeous marble tile in the hall bath. Retreat to the lush, spacious private backyard with a beautiful landscape and a covered patio perfect for outdoor living or entertaining! In the evenings enjoy sunset walks throughout the quiet and peaceful neighborhood. Very convenient location â close to schools, shopping, dining, and more!",1,"FALSE","TRUE","FALSE","FALSE",1963,700,"11",2020,53,"0",3,3,3,2,0,0,0,7274,1614,0.6,7,1189,16,2,3,1,"13404"
"78746","Tucked in the appealing gated community of The Palisades on Bartons Creek, this elegant two-story residence boasts an open floor plan with stunning views. Entering the front door you will immediately observe the sweeping, panoramic scene through the wall of windows in the formal living room. The expansive kitchen and family room showcase the breathtaking outdoor setting. The natural flow in the design of this home makes entertaining effortless. Conveniently located near downtown. EANES schools.",2,"TRUE","TRUE","FALSE","FALSE",1997,1295,"4",2020,50,"0",2,2,1,0,0,2,0,12632.4,3815,1.95,8.5,1656,14,4,4,2,"5424"
"78732","Quality and attention to detail abound in this Taylor Woodrow-designed custom home in the gated section of River Heights in Steiner Ranch! Meticulously-maintained with a beautiful open floor plan loaded with tasteful upgrades, exquisite designer details, and beautiful living spaces! The stunning gourmet kitchen opens to the family room and features a large center island and gorgeous cabinetry. Coffered ceilings, custom plantation shutters with wide panels throughout, fantastic hardwood floors, two staircases with wrought iron spindles, decorative archways and alcoves, are among the features that make this home extra special! A backyard oasis awaits with gorgeous flagstone patio and pergola! Walking distance to exemplary-rated schools with miles of hike and bike trails and other topnotch amenities! Thoughtfully designed and carefully crafted, this home is the picture of Texan comfort and elegance! See this home today!",3,"TRUE","TRUE","FALSE","FALSE",2007,700,"7",2018,1,"0",4,2,0,0,0,0,0,12632.4,4952,2.13333333333333,8.66666666666667,1533,17,4,4,2,"235"
"78732","TRULY BEST OF ALL WORLDS - Gorgeous home in deep cul de sac on greenbelt lot w/ pool/spa/outdoor area. Very popular St. James plan (the model home) w/ extra bedroom/bath downstairs + 3 car garage.  This home is in one of the best sections of award winning Steiner Ranch! Kids can walk to exemplary elem. & middle schools, parks & tennis courts! First time ever on the market! Every upgrade imaginable was put in this home - double ovens, spa shower, granite everywhere, utility sink, 3 car side by side, . $6000 tankless hot water just installed in 2019!!  DOESN'T GET BETTER THAN THIS!",0,"TRUE","FALSE","TRUE","TRUE",2007,675,"1",2021,30,"0",2,1,2,0,0,1,0,10497,3700,2.33333333333333,8.66666666666667,1533,17,4,6,2,"1183"
"78728","Whatever you imagine for your ideal future, this three bedroom, 2 bath home in convenient Wells Branch will help make that vision come true. Beautifully refreshed interiors with brand new flooring, new windows, an updated kitchen and master bath, new interior paint plus a yard landscaped for both aesthetics and responsible water usage - this rejuvenated home is pre-inspected and move in ready. The distinctive, light filled entry ushers you into an expansive family room highlighted with soaring ceilings and wood accents. The dimensions and warm touches of the space, like the brick fireplace and built in bookshelves, make it the perfect area to entertain guests or relax with a good book on your own. The heart of the home is the kitchen, and whether creating extravagant holiday meals or a quick work-night dinner, the updated kitchen provides the inspiration to spark your inner chef. Resurfaced countertops, plenty of cabinets, and updated appliances will make any cooking experience a joy, while the generous breakfast nook and pantry offer ample room for dining and storage. When it's time to relax and recharge after a long day, escape to the master suite located at the back of the home which features an attached bonus room - ideal for use as an office, private exercise room or even a nursery. Stretch out in the renovated and roomy master bath that includes a large walk-in closet, dual vanity, garden tub, and separate glass-enclosed shower. The second and third bedrooms are full of designer details - such as a window seat, ceiling fans, and spacious closets - that make the rooms perfect for kids, roommates, or guests. The spacious attached two-car garage provides not only plenty of room for vehicles, but also furnishes extra storage for your sports gear and more. Ideal for pets, kids, or autumn dining al fresco, the privacy fenced backyard and large patio stay cool and protected by the shade of large, mature trees. Conveniently located to three major Austin highways - Mopac, Highway 183, and Interstate 35 - the home is less than 30 minutes to Austin-Bergstrom International Airport, 20 minutes from bustling downtown Austin and the University of Texas campus. Dell, IBM, Apple, other large employers and The Domain can easily be reached in about 10 or 15 minutes. For outdoor entertainment or exercise, you're just a short walk from the extensive Wells Branch hike and bike trail - which connects you to a large nearby Frisbee golf course, your local elementary school, and expansive Louise Fletcher Park, swimming pools, a fishing pond, as well as other neighborhood amenities. With its tasteful and well thought-out updates, optimal layout and prime location, 14314 Richard Walker Blvd. is  the perfect balance of amenities for anyone searching for a truly special home. Step through the front door, and make your ideal vision come to life.",2,"TRUE","TRUE","FALSE","FALSE",1985,284.5,"11",2018,25,"0",4,2,0,0,0,0,0,7492,1815,1,2.66666666666667,1063,14,2,3,1,"7796"
"78748","Beautiful, well maintained, one story home in the heart of South Austin. The well desired subdivision of Olympic Heights has great community amenities without the large HOA price tag. Jogging and biking trails, parks, playgrounds, and a community pool. This 3 bedroom 2 bath home has a wonderful open floor plan and a private backyard for entertaining. Schedule your showing today!",0,"TRUE","FALSE","FALSE","FALSE",2005,239.9,"2",2020,16,"0",4,1,1,1,0,0,0,4965,1167,1.8,5.66666666666667,1595,17,2,3,1,"6392"
"78732","1908 Rio Mesa Dr, Austin, TX 78732 is a single family home that contains 4,277 sq ft and was built in 2005. It contains 5 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $761,130. The Rent Zestimate for this home is $3,995/mo.",0,"TRUE","FALSE","TRUE","TRUE",2005,650,"8",2019,1,"0",5,1,3,4,0,2,0,10846,4277,2.06666666666667,8.66666666666667,1533,17,4,5,2,"5081"
"78728","Nicely updated*ac, roof 2019, kitchen cabinets*Great room w/vaulted ceil/fireplace*2nd liv. great for office/flex room*Huge kitchen w/lots of cabinets & counterspace*granite counters/stainless appl.*all bedrooms up*great master/master bath w/walkin shower*double walkin closets*other bedrooms good sized*Stone patio in back great for barbques*2 dining areas; perfect for entertaining*updated floors*acclaimed RRISD*great neighborhood w/pool,tennis cts, hike/bike trails & activity room*Great location *go see!",0,"FALSE","FALSE","FALSE","FALSE",1985,339.9,"4",2019,38,"0",4,1,0,0,0,0,0,5793,1856,3.33333333333333,5.33333333333333,1348,14,3,4,2,"7631"
"78702","East Austin home with tons of options! Three bedroom, 2 bath on a large, completely fenced lot. Bring your imagination!",2,"FALSE","TRUE","FALSE","FALSE",1986,349.9,"10",2018,22,"0",2,2,0,0,0,0,0,6795,1252,1.16666666666667,3.66666666666667,396,10,2,3,1,"9015"
"78725","Adorable 3 bedroom 3 bath home in a conveniently located community. So much curb appeal and charm. The washer, dryer, and refrigerator convey with this home and it has recently installed beautiful high-quality laminate wood flooring throughout most of the home. Large kitchen open to the living area that is perfect for entertaining! Near the toll road and area schools all at an affordable price! Being 1300 square feet, it is one of the larger floor plans and it is perfect for work at home!",0,"TRUE","FALSE","FALSE","FALSE",2006,79.9,"2",2019,22,"0",6,1,0,0,0,0,0,6185,1300,2.4,3,1457,13,3,3,1,"643"
"78739","7513 Espina Dr, Austin, TX 78739 is a single family home that contains 3,583 sq ft and was built in 2008. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $697,948. The Rent Zestimate for this home is $3,200/mo.",0,"TRUE","FALSE","FALSE","FALSE",2008,595,"8",2019,1,"0",4,1,2,2,0,1,0,10018,3583,2.2,8,1655,18,4,4,2,"3963"
"78759","Great Hills area charmer on a private corner lot w/mature trees, just yards away from the entrance to hiking trails. MOVE IN READY. Plenty of natural light. 2 living areas for flexibility. Kitchen w/stainless appliances opens to breakfast area & family room. Spacious formal living has a cozy fireplace. Large master w/WIC, garden tub & double vanities. Relax on a 2-level deck in the shaded back yard under plenty of large trees. All this AND conveniently located near The Domain w/access to downtown in minutes! A MUST SEE!",2,"FALSE","TRUE","TRUE","FALSE",1985,329.9,"12",2020,69,"0",4,2,4,2,0,0,0,9147,2161,2.93333333333333,7,1523,17,3,3,2,"7812"
"78726","Popular Pulte Sheffield Plan is a hidden jewel in the Grandview Hills*Spacious Gourmet kitchen open to the 2-story family room w/a separate dining, office, & master bedroom downstairs*Upstairs offers a spacious game room, built-in desk, 3 bedrooms & 2 full baths, Texas Basement*Beautiful 7mo. old laminate flooring main floors & stairs*Natural light comes throughout the house*Private backyard Oasis with Hot tub*Quiet neighborhood with walking trails, playgrounds & a pool you can join. IB elementary school.",2,"TRUE","TRUE","FALSE","FALSE",2000,410,"2",2018,28,"0",0,2,0,0,0,0,0,7666,3274,2.03333333333333,7,1277,16,4,4,2,"310"
"78754","Spacious 3 bedroom, 2.5 bath home that looks like a model with a bonus game/living room upstairs won't last on the market. Master suite is specious & complete with a double vanity, garden tub & walk-in closet. Come visit this home today.  You will love the flooring downstairs, nest thermostat, tile in kitchen & much more! This home is off of Parmer Ln.  The yard is spacious, fence was recently replaced & the home is about 18 min from airport, 20 minutes from downtown & 15 min to Domain.",2,"TRUE","TRUE","FALSE","FALSE",2007,150,"3",2019,11,"0",4,2,0,0,0,0,0,4791,1856,3.06666666666667,4.33333333333333,1066,12,3,3,2,"9699"
