"X","name","ethnicity","call","city","quality"
3700,"Jermaine","black","no","chicago","high"
3701,"Keisha","black","no","chicago","low"
3702,"Kristen","white","call","chicago","high"
3703,"Latonya","black","no","chicago","low"
3704,"Laurie","white","no","chicago","high"
3705,"Lakisha","black","no","chicago","high"
3706,"Sarah","white","no","chicago","high"
3707,"Emily","white","no","chicago","low"
3708,"Jamal","black","no","chicago","low"
3709,"Brad","white","no","chicago","low"
3710,"Tamika","black","no","chicago","low"
3711,"Allison","white","no","boston","low"
3712,"Latonya","black","no","boston","low"
3713,"Meredith","white","no","boston","high"
3714,"Tamika","black","no","boston","high"
3715,"Ebony","black","no","chicago","low"
3716,"Geoffrey","white","call","chicago","low"
3717,"Keisha","black","no","chicago","low"
3718,"Laurie","white","no","chicago","high"
3719,"Meredith","white","no","chicago","low"
3720,"Tanisha","black","no","chicago","high"
3721,"Aisha","black","no","chicago","low"
3722,"Brad","white","no","chicago","low"
3723,"Leroy","black","no","chicago","high"
3724,"Neil","white","no","chicago","high"
3725,"Lakisha","black","no","chicago","low"
3726,"Latoya","black","no","chicago","high"
3727,"Meredith","white","no","chicago","low"
3728,"Sarah","white","no","chicago","high"
3729,"Kristen","white","no","chicago","low"
3730,"Latonya","black","no","chicago","high"
3731,"Laurie","white","no","chicago","high"
3732,"Sarah","white","no","chicago","high"
3733,"Tamika","black","no","chicago","high"
3734,"Tanisha","black","no","chicago","low"
3735,"Allison","white","no","chicago","high"
3736,"Kenya","black","no","chicago","high"
3737,"Meredith","white","no","chicago","high"
3738,"Tamika","black","no","chicago","high"
3739,"Anne","white","no","chicago","low"
3740,"Keisha","black","no","chicago","low"
3741,"Kristen","white","no","chicago","high"
3742,"Lakisha","black","no","chicago","high"
3743,"Aisha","black","no","chicago","high"
3744,"Allison","white","no","chicago","low"
3745,"Carrie","white","no","chicago","low"
3746,"Darnell","black","no","chicago","low"
3747,"Jill","white","no","chicago","high"
3748,"Keisha","black","no","chicago","low"
3749,"Allison","white","no","chicago","high"
3750,"Brett","white","no","chicago","low"
3751,"Emily","white","no","chicago","low"
3752,"Latonya","black","no","chicago","low"
3753,"Latoya","black","no","chicago","high"
3754,"Tyrone","black","no","chicago","low"
3755,"Geoffrey","white","no","chicago","high"
3756,"Jill","white","no","chicago","low"
3757,"Kenya","black","call","chicago","high"
3758,"Latonya","black","no","chicago","low"
3759,"Laurie","white","no","chicago","high"
3760,"Rasheed","black","no","chicago","high"
3761,"Anne","white","no","chicago","low"
3762,"Ebony","black","no","chicago","low"
3763,"Emily","white","no","chicago","high"
3764,"Tanisha","black","no","chicago","high"
3765,"Allison","white","no","chicago","high"
3766,"Anne","white","no","chicago","low"
3767,"Ebony","black","no","chicago","low"
3768,"Emily","white","no","chicago","high"
3769,"Kenya","black","no","chicago","high"
3770,"Tanisha","black","no","chicago","high"
3771,"Allison","white","no","chicago","high"
3772,"Jamal","black","no","chicago","low"
3773,"Jay","white","call","chicago","low"
3774,"Keisha","black","no","chicago","high"
3775,"Brad","white","no","chicago","low"
3776,"Kareem","black","no","chicago","low"
3777,"Carrie","white","no","chicago","low"
3778,"Ebony","black","no","chicago","low"
3779,"Latonya","black","no","chicago","high"
3780,"Meredith","white","no","chicago","high"
3781,"Anne","white","no","chicago","high"
3782,"Latoya","black","no","chicago","low"
3783,"Meredith","white","no","chicago","low"
3784,"Meredith","white","no","chicago","low"
3785,"Tamika","black","no","chicago","high"
3786,"Tanisha","black","no","chicago","low"
3787,"Anne","white","no","chicago","low"
3788,"Ebony","black","no","chicago","high"
3789,"Kristen","white","no","chicago","high"
3790,"Tanisha","black","no","chicago","low"
3791,"Allison","white","call","chicago","low"
3792,"Brett","white","no","chicago","low"
3793,"Ebony","black","no","chicago","high"
3794,"Jay","white","no","chicago","high"
3795,"Jill","white","no","chicago","high"
3796,"Kareem","black","no","chicago","high"
3797,"Kenya","black","no","chicago","low"
3798,"Latonya","black","no","chicago","low"
3799,"Allison","white","call","chicago","high"
3800,"Ebony","black","no","chicago","low"
3801,"Emily","white","no","chicago","low"
3802,"Geoffrey","white","no","chicago","high"
3803,"Latonya","black","no","chicago","high"
3804,"Leroy","black","no","chicago","high"
3805,"Todd","white","no","chicago","low"
3806,"Tremayne","black","no","chicago","low"
3807,"Aisha","black","no","boston","low"
3808,"Aisha","black","call","boston","high"
3809,"Anne","white","no","boston","low"
3810,"Brad","white","no","boston","high"
3811,"Brad","white","call","boston","high"
3812,"Brendan","white","no","boston","low"
3813,"Carrie","white","no","boston","high"
3814,"Carrie","white","no","boston","high"
3815,"Darnell","black","no","boston","high"
3816,"Ebony","black","no","boston","high"
3817,"Ebony","black","no","boston","high"
3818,"Hakim","black","no","boston","low"
3819,"Hakim","black","no","boston","high"
3820,"Jay","white","no","boston","low"
3821,"Jill","white","no","boston","high"
3822,"Kareem","black","no","boston","low"
3823,"Keisha","black","no","boston","low"
3824,"Kenya","black","no","boston","high"
3825,"Kristen","white","no","boston","high"
3826,"Lakisha","black","no","boston","low"
3827,"Laurie","white","no","boston","low"
3828,"Matthew","white","no","boston","low"
3829,"Meredith","white","no","boston","low"
3830,"Rasheed","black","no","boston","low"
3831,"Tanisha","black","no","boston","low"
3832,"Todd","white","no","boston","low"
3833,"Todd","white","no","boston","high"
3834,"Tyrone","black","no","boston","high"
3835,"Anne","white","no","boston","high"
3836,"Anne","white","no","boston","high"
3837,"Ebony","black","no","boston","low"
3838,"Jill","white","no","boston","low"
3839,"Kenya","black","no","boston","high"
3840,"Meredith","white","no","boston","low"
3841,"Meredith","white","no","boston","low"
3842,"Rasheed","black","no","boston","low"
3843,"Rasheed","black","no","boston","high"
3844,"Tamika","black","no","boston","low"
3845,"Todd","white","no","boston","high"
3846,"Tremayne","black","no","boston","high"
3847,"Aisha","black","no","boston","high"
3848,"Anne","white","no","boston","high"
3849,"Brendan","white","no","boston","low"
3850,"Leroy","black","no","boston","low"
3851,"Allison","white","no","boston","high"
3852,"Geoffrey","white","no","boston","low"
3853,"Hakim","black","no","boston","low"
3854,"Rasheed","black","no","boston","high"
3855,"Anne","white","no","boston","low"
3856,"Ebony","black","no","boston","low"
3857,"Laurie","white","no","boston","high"
3858,"Tanisha","black","no","boston","high"
3859,"Aisha","black","no","boston","low"
3860,"Brendan","white","no","boston","high"
3861,"Neil","white","no","boston","low"
3862,"Tamika","black","no","boston","high"
3863,"Brendan","white","no","boston","high"
3864,"Kenya","black","no","boston","low"
3865,"Neil","white","no","boston","low"
3866,"Tyrone","black","no","boston","high"
3867,"Anne","white","no","boston","low"
3868,"Brendan","white","no","boston","low"
3869,"Brett","white","no","boston","high"
3870,"Greg","white","no","boston","high"
3871,"Hakim","black","no","boston","low"
3872,"Jamal","black","no","boston","high"
3873,"Jermaine","black","no","boston","high"
3874,"Kareem","black","no","boston","low"
3875,"Brendan","white","no","boston","high"
3876,"Jamal","black","no","boston","low"
3877,"Latonya","black","no","boston","high"
3878,"Matthew","white","no","boston","low"
3879,"Carrie","white","no","boston","low"
3880,"Ebony","black","no","boston","high"
3881,"Emily","white","no","boston","low"
3882,"Jill","white","no","boston","high"
3883,"Tamika","black","no","boston","low"
3884,"Tanisha","black","no","boston","low"
3885,"Todd","white","no","boston","high"
3886,"Tyrone","black","no","boston","high"
3887,"Aisha","black","no","boston","high"
3888,"Brendan","white","no","boston","high"
3889,"Jay","white","no","boston","low"
3890,"Lakisha","black","no","boston","low"
3891,"Brett","white","no","boston","high"
3892,"Keisha","black","no","boston","high"
3893,"Laurie","white","no","boston","low"
3894,"Rasheed","black","no","boston","low"
3895,"Brett","white","no","boston","high"
3896,"Hakim","black","no","boston","low"
3897,"Leroy","black","no","boston","high"
3898,"Todd","white","no","boston","low"
3899,"Aisha","black","no","boston","low"
3900,"Brett","white","no","boston","low"
3901,"Lakisha","black","no","boston","high"
3902,"Matthew","white","no","boston","high"
3903,"Anne","white","no","boston","low"
3904,"Kenya","black","no","boston","high"
3905,"Lakisha","black","no","boston","low"
3906,"Sarah","white","no","boston","high"
3907,"Emily","white","no","boston","high"
3908,"Jamal","black","no","boston","low"
3909,"Jermaine","black","no","boston","high"
3910,"Sarah","white","no","boston","low"
3911,"Greg","white","no","boston","low"
3912,"Jamal","black","no","boston","low"
3913,"Lakisha","black","no","boston","high"
3914,"Todd","white","no","boston","high"
3915,"Carrie","white","no","chicago","low"
3916,"Lakisha","black","no","chicago","high"
3917,"Latonya","black","no","chicago","low"
3918,"Meredith","white","call","chicago","high"
3919,"Anne","white","no","chicago","low"
3920,"Carrie","white","no","chicago","high"
3921,"Jermaine","black","no","chicago","low"
3922,"Keisha","black","no","chicago","low"
3923,"Latoya","black","no","chicago","high"
3924,"Meredith","white","no","chicago","low"
3925,"Aisha","black","no","chicago","low"
3926,"Carrie","white","no","chicago","low"
3927,"Anne","white","no","chicago","high"
3928,"Emily","white","no","chicago","low"
3929,"Latoya","black","no","chicago","low"
3930,"Tamika","black","no","chicago","high"
3931,"Anne","white","no","chicago","high"
3932,"Kareem","black","no","chicago","low"
3933,"Meredith","white","no","chicago","low"
3934,"Rasheed","black","no","chicago","high"
3935,"Aisha","black","no","chicago","low"
3936,"Aisha","black","no","chicago","high"
3937,"Emily","white","no","chicago","low"
3938,"Latonya","black","no","chicago","high"
3939,"Laurie","white","no","chicago","high"
3940,"Meredith","white","no","chicago","high"
3941,"Aisha","black","no","chicago","high"
3942,"Keisha","black","no","chicago","low"
3943,"Laurie","white","no","chicago","low"
3944,"Meredith","white","no","chicago","high"
3945,"Aisha","black","no","chicago","low"
3946,"Emily","white","no","chicago","high"
3947,"Kristen","white","no","chicago","low"
3948,"Tanisha","black","no","chicago","high"
3949,"Allison","white","no","chicago","high"
3950,"Ebony","black","no","chicago","low"
3951,"Greg","white","no","chicago","low"
3952,"Lakisha","black","no","chicago","high"
3953,"Carrie","white","no","chicago","low"
3954,"Ebony","black","call","chicago","high"
3955,"Latoya","black","no","chicago","low"
3956,"Sarah","white","no","chicago","high"
3957,"Kristen","white","no","chicago","high"
3958,"Laurie","white","no","chicago","low"
3959,"Tamika","black","no","chicago","low"
3960,"Tanisha","black","no","chicago","high"
3961,"Aisha","black","no","chicago","high"
3962,"Allison","white","no","chicago","low"
3963,"Carrie","white","no","chicago","low"
3964,"Darnell","black","no","chicago","low"
3965,"Emily","white","no","chicago","high"
3966,"Keisha","black","no","chicago","low"
3967,"Laurie","white","no","chicago","high"
3968,"Tamika","black","no","chicago","high"
3969,"Jay","white","no","chicago","high"
3970,"Latonya","black","no","chicago","high"
3971,"Aisha","black","no","chicago","low"
3972,"Allison","white","no","chicago","low"
3973,"Jill","white","no","chicago","low"
3974,"Lakisha","black","no","chicago","low"
3975,"Latonya","black","no","chicago","high"
3976,"Laurie","white","no","chicago","high"
3977,"Sarah","white","no","chicago","high"
3978,"Tanisha","black","no","chicago","high"
3979,"Anne","white","no","chicago","high"
3980,"Latonya","black","no","chicago","low"
3981,"Meredith","white","no","chicago","low"
3982,"Tamika","black","no","chicago","high"
3983,"Brendan","white","no","chicago","high"
3984,"Jamal","black","no","chicago","high"
3985,"Matthew","white","no","chicago","low"
3986,"Tremayne","black","no","chicago","low"
3987,"Allison","white","no","chicago","high"
3988,"Latoya","black","no","chicago","low"
3989,"Neil","white","no","chicago","low"
3990,"Tyrone","black","no","chicago","high"
3991,"Brendan","white","no","chicago","high"
3992,"Ebony","black","no","chicago","high"
3993,"Sarah","white","no","chicago","low"
3994,"Tanisha","black","no","chicago","low"
3995,"Anne","white","no","chicago","low"
3996,"Brendan","white","no","chicago","high"
3997,"Ebony","black","no","chicago","high"
3998,"Hakim","black","no","chicago","high"
3999,"Kristen","white","no","chicago","high"
4000,"Tamika","black","no","chicago","low"
4001,"Carrie","white","no","chicago","low"
4002,"Jermaine","black","no","chicago","high"
4003,"Jill","white","no","chicago","high"
4004,"Keisha","black","no","chicago","low"
4005,"Latoya","black","no","chicago","high"
4006,"Matthew","white","no","chicago","high"
4007,"Carrie","white","call","chicago","high"
4008,"Kenya","black","call","chicago","high"
4009,"Aisha","black","no","chicago","low"
4010,"Laurie","white","no","chicago","high"
4011,"Sarah","white","no","chicago","low"
4012,"Sarah","white","no","chicago","low"
4013,"Tamika","black","no","chicago","low"
4014,"Tanisha","black","no","chicago","high"
4015,"Carrie","white","no","chicago","high"
4016,"Latonya","black","no","chicago","high"
4017,"Laurie","white","no","chicago","low"
4018,"Tanisha","black","no","chicago","low"
4019,"Anne","white","call","chicago","low"
4020,"Rasheed","black","no","chicago","low"
4021,"Jill","white","no","chicago","high"
4022,"Keisha","black","no","chicago","low"
4023,"Kristen","white","no","chicago","low"
4024,"Tanisha","black","no","chicago","high"
4025,"Allison","white","no","chicago","low"
4026,"Emily","white","no","chicago","high"
4027,"Lakisha","black","no","chicago","high"
4028,"Latonya","black","no","chicago","low"
4029,"Matthew","white","no","chicago","high"
4030,"Tyrone","black","no","chicago","high"
4031,"Kristen","white","no","chicago","low"
4032,"Latoya","black","no","chicago","low"
4033,"Laurie","white","no","chicago","high"
4034,"Tamika","black","no","chicago","high"
4035,"Emily","white","no","chicago","low"
4036,"Keisha","black","no","chicago","low"
4037,"Laurie","white","no","chicago","high"
4038,"Sarah","white","no","chicago","low"
4039,"Tamika","black","no","chicago","high"
4040,"Tanisha","black","no","chicago","low"
4041,"Aisha","black","no","chicago","high"
4042,"Kristen","white","no","chicago","high"
4043,"Lakisha","black","no","chicago","low"
4044,"Laurie","white","no","chicago","low"
4045,"Aisha","black","no","chicago","low"
4046,"Allison","white","call","chicago","high"
4047,"Latoya","black","no","chicago","high"
4048,"Laurie","white","no","chicago","low"
4049,"Allison","white","no","chicago","low"
4050,"Anne","white","no","chicago","high"
4051,"Anne","white","no","chicago","high"
4052,"Darnell","black","no","chicago","high"
4053,"Keisha","black","no","chicago","high"
4054,"Latoya","black","no","chicago","low"
4055,"Tanisha","black","no","chicago","high"
4056,"Todd","white","no","chicago","high"
4057,"Ebony","black","no","chicago","high"
4058,"Emily","white","no","chicago","high"
4059,"Latonya","black","no","chicago","low"
4060,"Laurie","white","no","chicago","low"
4061,"Aisha","black","no","chicago","low"
4062,"Allison","white","no","chicago","high"
4063,"Jamal","black","no","chicago","high"
4064,"Jay","white","no","chicago","high"
4065,"Jill","white","no","chicago","low"
4066,"Latonya","black","no","chicago","high"
4067,"Allison","white","call","chicago","high"
4068,"Anne","white","no","chicago","low"
4069,"Ebony","black","no","chicago","low"
4070,"Kenya","black","no","chicago","high"
4071,"Emily","white","call","chicago","low"
4072,"Geoffrey","white","call","chicago","high"
4073,"Kareem","black","call","chicago","low"
4074,"Kenya","black","call","chicago","high"
4075,"Kristen","white","no","chicago","high"
4076,"Latonya","black","no","chicago","low"
4077,"Meredith","white","no","chicago","low"
4078,"Tanisha","black","no","chicago","high"
4079,"Aisha","black","no","chicago","high"
4080,"Anne","white","no","chicago","high"
4081,"Brendan","white","no","chicago","low"
4082,"Emily","white","no","chicago","low"
4083,"Jay","white","no","chicago","high"
4084,"Keisha","black","no","chicago","low"
4085,"Latonya","black","call","chicago","low"
4086,"Tamika","black","call","chicago","high"
4087,"Aisha","black","no","boston","high"
4088,"Anne","white","no","boston","low"
4089,"Brad","white","no","boston","high"
4090,"Carrie","white","no","boston","low"
4091,"Ebony","black","no","boston","high"
4092,"Emily","white","no","boston","low"
4093,"Geoffrey","white","no","boston","high"
4094,"Greg","white","no","boston","low"
4095,"Greg","white","no","boston","high"
4096,"Hakim","black","no","boston","low"
4097,"Hakim","black","no","boston","low"
4098,"Jermaine","black","no","boston","high"
4099,"Jill","white","no","boston","low"
4100,"Jill","white","no","boston","high"
4101,"Kareem","black","no","boston","low"
4102,"Keisha","black","no","boston","high"
4103,"Kenya","black","no","boston","high"
4104,"Latoya","black","no","boston","high"
4105,"Latoya","black","no","boston","high"
4106,"Laurie","white","no","boston","high"
4107,"Matthew","white","no","boston","low"
4108,"Meredith","white","no","boston","high"
4109,"Sarah","white","no","boston","low"
4110,"Tamika","black","no","boston","low"
4111,"Todd","white","no","boston","high"
4112,"Tremayne","black","no","boston","low"
4113,"Tremayne","black","no","boston","low"
4114,"Tyrone","black","no","boston","low"
4115,"Ebony","black","no","boston","high"
4116,"Emily","white","no","boston","low"
4117,"Jill","white","no","boston","high"
4118,"Lakisha","black","no","boston","low"
4119,"Greg","white","no","boston","low"
4120,"Jay","white","no","boston","high"
4121,"Leroy","black","no","boston","low"
4122,"Rasheed","black","no","boston","high"
4123,"Aisha","black","no","boston","high"
4124,"Kareem","black","no","boston","low"
4125,"Matthew","white","no","boston","high"
4126,"Meredith","white","no","boston","low"
4127,"Greg","white","call","boston","high"
4128,"Jay","white","call","boston","low"
4129,"Kareem","black","call","boston","high"
4130,"Tamika","black","call","boston","low"
4131,"Anne","white","no","boston","low"
4132,"Latoya","black","no","boston","low"
4133,"Meredith","white","no","boston","high"
4134,"Tanisha","black","no","boston","high"
4135,"Greg","white","no","boston","low"
4136,"Jamal","black","no","boston","high"
4137,"Latoya","black","no","boston","low"
4138,"Neil","white","no","boston","high"
4139,"Allison","white","no","boston","high"
4140,"Ebony","black","no","boston","low"
4141,"Lakisha","black","no","boston","high"
4142,"Meredith","white","no","boston","low"
4143,"Brett","white","call","boston","high"
4144,"Ebony","black","call","boston","low"
4145,"Neil","white","no","boston","low"
4146,"Tremayne","black","call","boston","high"
4147,"Anne","white","no","boston","high"
4148,"Kareem","black","no","boston","low"
4149,"Kenya","black","no","boston","high"
4150,"Matthew","white","no","boston","low"
4151,"Jill","white","no","boston","high"
4152,"Kenya","black","no","boston","low"
4153,"Sarah","white","no","boston","low"
4154,"Tamika","black","no","boston","high"
4155,"Brad","white","no","boston","low"
4156,"Jermaine","black","no","boston","high"
4157,"Neil","white","no","boston","high"
4158,"Tamika","black","no","boston","low"
4159,"Lakisha","black","no","boston","low"
4160,"Matthew","white","no","boston","high"
4161,"Meredith","white","no","boston","low"
4162,"Rasheed","black","no","boston","high"
4163,"Anne","white","no","boston","high"
4164,"Rasheed","black","no","boston","low"
4165,"Sarah","white","no","boston","low"
4166,"Tremayne","black","no","boston","high"
4167,"Greg","white","no","boston","high"
4168,"Rasheed","black","no","boston","low"
4169,"Tanisha","black","call","boston","high"
4170,"Todd","white","no","boston","low"
4171,"Brett","white","no","boston","low"
4172,"Leroy","black","no","boston","low"
4173,"Matthew","white","no","boston","high"
4174,"Tamika","black","no","boston","high"
4175,"Aisha","black","no","chicago","low"
4176,"Allison","white","no","chicago","low"
4177,"Sarah","white","no","chicago","high"
4178,"Tamika","black","no","chicago","high"
4179,"Allison","white","no","chicago","high"
4180,"Allison","white","no","chicago","high"
4181,"Anne","white","no","chicago","low"
4182,"Ebony","black","no","chicago","low"
4183,"Lakisha","black","no","chicago","high"
4184,"Latonya","black","no","chicago","high"
4185,"Kristen","white","no","chicago","low"
4186,"Sarah","white","no","chicago","high"
4187,"Tamika","black","no","chicago","low"
4188,"Tanisha","black","no","chicago","high"
4189,"Jill","white","no","chicago","high"
4190,"Latoya","black","no","chicago","high"
4191,"Kristen","white","call","chicago","high"
4192,"Lakisha","black","no","chicago","low"
4193,"Latonya","black","no","chicago","high"
4194,"Meredith","white","call","chicago","low"
4195,"Anne","white","no","chicago","high"
4196,"Carrie","white","no","chicago","high"
4197,"Ebony","black","no","chicago","high"
4198,"Emily","white","no","chicago","low"
4199,"Jill","white","no","chicago","low"
4200,"Kenya","black","no","chicago","low"
4201,"Tanisha","black","no","chicago","low"
4202,"Tremayne","black","no","chicago","high"
4203,"Carrie","white","no","chicago","high"
4204,"Jill","white","no","chicago","low"
4205,"Latoya","black","no","chicago","low"
4206,"Tanisha","black","no","chicago","high"
4207,"Laurie","white","no","chicago","low"
4208,"Tamika","black","no","chicago","low"
4209,"Sarah","white","no","chicago","high"
4210,"Tamika","black","no","chicago","high"
4211,"Emily","white","no","chicago","low"
4212,"Kenya","black","no","chicago","high"
4213,"Kristen","white","no","chicago","high"
4214,"Latonya","black","no","chicago","low"
4215,"Anne","white","no","chicago","high"
4216,"Carrie","white","no","chicago","low"
4217,"Darnell","black","no","chicago","high"
4218,"Hakim","black","no","chicago","low"
4219,"Jay","white","no","chicago","high"
4220,"Jill","white","no","chicago","low"
4221,"Lakisha","black","no","chicago","high"
4222,"Tamika","black","no","chicago","low"
4223,"Kenya","black","no","chicago","low"
4224,"Kristen","white","no","chicago","high"
4225,"Laurie","white","no","chicago","low"
4226,"Tamika","black","no","chicago","high"
4227,"Allison","white","no","chicago","high"
4228,"Keisha","black","no","chicago","high"
4229,"Kristen","white","no","chicago","low"
4230,"Sarah","white","no","chicago","low"
4231,"Tamika","black","no","chicago","low"
4232,"Tremayne","black","no","chicago","low"
4233,"Anne","white","no","chicago","high"
4234,"Ebony","black","no","chicago","low"
4235,"Kenya","black","no","chicago","high"
4236,"Kristen","white","no","chicago","low"
4237,"Aisha","black","no","chicago","high"
4238,"Allison","white","no","chicago","high"
4239,"Carrie","white","no","chicago","low"
4240,"Keisha","black","no","chicago","low"
4241,"Allison","white","no","chicago","low"
4242,"Jermaine","black","call","chicago","low"
4243,"Leroy","black","no","chicago","high"
4244,"Neil","white","call","chicago","high"
4245,"Jay","white","no","chicago","low"
4246,"Jill","white","call","chicago","low"
4247,"Kenya","black","call","chicago","low"
4248,"Kristen","white","no","chicago","high"
4249,"Latoya","black","call","chicago","high"
4250,"Rasheed","black","no","chicago","low"
4251,"Ebony","black","no","chicago","low"
4252,"Geoffrey","white","no","chicago","low"
4253,"Jay","white","no","chicago","high"
4254,"Jill","white","no","chicago","low"
4255,"Kenya","black","no","chicago","high"
4256,"Latonya","black","no","chicago","low"
4257,"Sarah","white","no","chicago","high"
4258,"Tanisha","black","no","chicago","high"
4259,"Brendan","white","no","chicago","low"
4260,"Emily","white","no","chicago","high"
4261,"Kristen","white","no","chicago","low"
4262,"Latoya","black","no","chicago","low"
4263,"Rasheed","black","no","chicago","low"
4264,"Tamika","black","no","chicago","high"
4265,"Jill","white","no","chicago","low"
4266,"Latoya","black","no","chicago","low"
4267,"Laurie","white","no","chicago","high"
4268,"Tamika","black","no","chicago","high"
4269,"Carrie","white","no","chicago","high"
4270,"Ebony","black","no","chicago","low"
4271,"Ebony","black","no","chicago","high"
4272,"Kenya","black","no","chicago","high"
4273,"Kristen","white","no","chicago","low"
4274,"Todd","white","no","chicago","high"
4275,"Aisha","black","no","chicago","low"
4276,"Allison","white","no","chicago","low"
4277,"Carrie","white","no","chicago","high"
4278,"Latoya","black","no","chicago","high"
4279,"Laurie","white","no","chicago","low"
4280,"Sarah","white","no","chicago","high"
4281,"Tamika","black","no","chicago","high"
4282,"Tanisha","black","no","chicago","low"
4283,"Carrie","white","no","chicago","high"
4284,"Keisha","black","no","chicago","high"
4285,"Latonya","black","no","chicago","low"
4286,"Leroy","black","call","chicago","low"
4287,"Neil","white","call","chicago","low"
4288,"Sarah","white","no","chicago","low"
4289,"Aisha","black","no","chicago","high"
4290,"Anne","white","no","chicago","low"
4291,"Latoya","black","no","chicago","low"
4292,"Meredith","white","no","chicago","high"
4293,"Carrie","white","no","chicago","high"
4294,"Kenya","black","no","chicago","high"
4295,"Kristen","white","call","chicago","low"
4296,"Lakisha","black","no","chicago","low"
4297,"Meredith","white","call","chicago","high"
4298,"Tremayne","black","no","chicago","high"
4299,"Jill","white","no","chicago","high"
4300,"Kristen","white","no","chicago","low"
4301,"Latoya","black","no","chicago","high"
4302,"Tamika","black","no","chicago","low"
4303,"Carrie","white","no","chicago","high"
4304,"Emily","white","no","chicago","low"
4305,"Latoya","black","no","chicago","low"
4306,"Tanisha","black","no","chicago","high"
4307,"Ebony","black","no","chicago","low"
4308,"Emily","white","no","chicago","low"
4309,"Laurie","white","no","chicago","low"
4310,"Tremayne","black","no","chicago","low"
4311,"Laurie","white","no","chicago","low"
4312,"Tamika","black","no","chicago","low"
4313,"Carrie","white","no","chicago","low"
4314,"Lakisha","black","no","chicago","high"
4315,"Latonya","black","no","chicago","low"
4316,"Meredith","white","no","chicago","high"
4317,"Allison","white","no","chicago","high"
4318,"Carrie","white","no","chicago","low"
4319,"Jill","white","no","chicago","low"
4320,"Kareem","black","no","chicago","low"
4321,"Latonya","black","no","chicago","high"
4322,"Latoya","black","no","chicago","low"
4323,"Anne","white","no","chicago","high"
4324,"Emily","white","no","chicago","low"
4325,"Kenya","black","no","chicago","low"
4326,"Tanisha","black","no","chicago","high"
4327,"Jermaine","black","no","chicago","high"
4328,"Latonya","black","no","chicago","low"
4329,"Laurie","white","no","chicago","high"
4330,"Sarah","white","no","chicago","low"
4331,"Jermaine","black","no","chicago","high"
4332,"Kenya","black","no","chicago","high"
4333,"Kristen","white","call","chicago","high"
4334,"Meredith","white","no","chicago","high"
4335,"Sarah","white","call","chicago","low"
4336,"Tanisha","black","call","chicago","low"
4337,"Anne","white","no","boston","high"
4338,"Brad","white","no","boston","high"
4339,"Emily","white","no","boston","low"
4340,"Hakim","black","no","boston","low"
4341,"Jermaine","black","no","boston","low"
4342,"Jermaine","black","no","boston","high"
4343,"Jill","white","no","boston","low"
4344,"Jill","white","no","boston","high"
4345,"Keisha","black","no","boston","high"
4346,"Lakisha","black","no","boston","low"
4347,"Lakisha","black","no","boston","low"
4348,"Latonya","black","no","boston","low"
4349,"Latoya","black","no","boston","low"
4350,"Latoya","black","no","boston","high"
4351,"Latoya","black","no","boston","high"
4352,"Laurie","white","no","boston","low"
4353,"Laurie","white","no","boston","high"
4354,"Laurie","white","no","boston","high"
4355,"Matthew","white","no","boston","high"
4356,"Meredith","white","no","boston","low"
4357,"Rasheed","black","no","boston","high"
4358,"Sarah","white","no","boston","low"
4359,"Todd","white","no","boston","low"
4360,"Tremayne","black","no","boston","high"
4361,"Anne","white","no","boston","low"
4362,"Jill","white","no","boston","high"
4363,"Latoya","black","call","boston","low"
4364,"Tamika","black","no","boston","high"
4365,"Greg","white","no","boston","low"
4366,"Jay","white","no","boston","high"
4367,"Latonya","black","no","boston","low"
4368,"Tyrone","black","no","boston","high"
4369,"Brad","white","no","boston","high"
4370,"Kristen","white","call","boston","low"
4371,"Latoya","black","no","boston","high"
4372,"Tanisha","black","no","boston","low"
4373,"Kristen","white","no","boston","low"
4374,"Latonya","black","no","boston","low"
4375,"Sarah","white","no","boston","high"
4376,"Tanisha","black","no","boston","high"
4377,"Darnell","black","no","boston","high"
4378,"Keisha","black","no","boston","low"
4379,"Meredith","white","no","boston","low"
4380,"Neil","white","no","boston","high"
4381,"Geoffrey","white","no","boston","high"
4382,"Keisha","black","no","boston","low"
4383,"Latonya","black","no","boston","high"
4384,"Matthew","white","no","boston","low"
4385,"Brad","white","no","boston","low"
4386,"Greg","white","no","boston","high"
4387,"Latoya","black","no","boston","low"
4388,"Tremayne","black","no","boston","high"
4389,"Geoffrey","white","no","boston","low"
4390,"Latoya","black","no","boston","high"
4391,"Neil","white","no","boston","high"
4392,"Tyrone","black","no","boston","low"
4393,"Anne","white","no","boston","high"
4394,"Emily","white","no","boston","low"
4395,"Hakim","black","no","boston","high"
4396,"Latonya","black","no","boston","low"
4397,"Ebony","black","no","boston","high"
4398,"Laurie","white","no","boston","low"
4399,"Meredith","white","no","boston","high"
4400,"Tamika","black","no","boston","low"
4401,"Greg","white","call","boston","low"
4402,"Latoya","black","call","boston","low"
4403,"Neil","white","no","boston","high"
4404,"Tanisha","black","call","boston","high"
4405,"Allison","white","no","boston","low"
4406,"Ebony","black","no","boston","low"
4407,"Jill","white","no","boston","high"
4408,"Kenya","black","no","boston","high"
4409,"Ebony","black","call","chicago","high"
4410,"Emily","white","call","chicago","high"
4411,"Aisha","black","no","chicago","high"
4412,"Carrie","white","call","chicago","low"
4413,"Ebony","black","no","chicago","low"
4414,"Emily","white","no","chicago","high"
